"id_materia","nombre_materia","clave_alfa","hsm","ebc","id_carrera","cuatrimestre","n_unidades","integradora"
3187,"DISPOSITIVOS ANALOGICOS","DIAN",NULL,"A",56,NULL,NULL,"-"
3188,"SISTEMAS LINEALES PARA AUTOMATIZACION","SLPA",NULL,"A",56,NULL,NULL,"-"
3189,"CONTROLADORES LOGICOS PROGRAMABLES","CLOG ",NULL,"A",56,NULL,NULL,"-"
3190,"INTEGRADORA I","IIN I",NULL,"A",56,NULL,NULL,"A"
3191,"INGLES V","INGV",NULL,"A",56,NULL,NULL,"-"
3192,"SISTEMAS DIGITALES II","SDI2",NULL,"A",56,NULL,NULL,"-"
3193,"PLANEACION DE PROYECTOS DE AUTOMATIZACION","PPAU",NULL,"A",56,NULL,NULL,"-"
3194,"SISTEMAS DIGITALES ","SISTD",NULL,"A",56,NULL,NULL,"-"
3195,"SISTEMAS MECANICOS","SME",NULL,"A",56,NULL,NULL,"-"
3196,"INGLES IV","INIV",NULL,"A",56,NULL,NULL,"-"
3197,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"A",56,NULL,NULL,"-"
3198,"CONTROL DE MOTORES ELECTRICOS","CME",NULL,"A",56,NULL,NULL,"-"
3199,"SISTEMAS DE CONTROL AUTOMATICO","SCA",NULL,"A",56,NULL,NULL,"-"
3200,"FORMACION SOCIOCULTURAL III","FOSO3",NULL,"A",56,NULL,NULL,"-"
3201,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",56,NULL,NULL,"-"
3202,"ELEMENTOS DIMENSIONALES","EDI",NULL,"A",56,NULL,NULL,"-"
3203,"PROGRAMACION VISUAL","PROVI",5,"A",56,8,3,"-"
3204,"INSTRUMENTACION VIRTUAL","IVIRT",6,"A",56,8,3,"-"
3205,"INSTRUMENTACION INDUSTRIAL","INSTI",5,"A",56,8,4,"-"
3206,"INTEGRADORA II","INTG",2,"A",56,9,3,"A"
3207,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",56,9,3,"-"
3208,"INTEGRACION DE SISTEMAS AUTOMATICOS","INSAU",7,"A",56,9,5,"-"
3209,"MICROCONTROLADORES PARA INSTRUMENTACION Y CONTROL","MCPIC",6,"A",56,9,3,"-"
3240,"IDIOMA EXTRANJERO I","IDEX1",4,"A",16,1,3,"-"
3254,"IDIOMA EXTRANJERO III","IDEX3",4,"A",16,3,2,"-"
3259,"IDIOMA EXTRANJERO IV","IDEX4",4,"A",16,4,3,"-"
3298,"INGLES VI","IINGI",4,"A",22,7,3,"-"
3302,"DISEÑO ASISTIDO POR COMPUTADORA","IDACO",4,"A",22,7,6,"-"
3311,"INGLES III","INIII",4,"A",22,9,3,"-"
3316,"OPTATIVA II","OPTII",4,"A",22,9,5,"-"
3332,"IDIOMA EXTRANJERO I","IDEX1",4,"A",4,1,3,"-"
3345,"IDIOMA EXTRANJERO III","IDEX3",4,"A",4,3,2,"-"
3355,"IDIOMA EXTRANJERO IV","IDEX4",4,"A",4,4,3,"-"
3398,"IDIOMA EXTRANJERO III","IDEX3",NULL,"-",48,NULL,NULL,"-"
3424,"CONSULTORIA EMPRESARIAL","COEMP",NULL,"-",48,NULL,NULL,"-"
3428,"IDIOMA EXTRANJERO","IDEX",NULL,"-",48,NULL,NULL,"-"
3458,"OPTATIVA I","IOPTA",NULL,"A",23,NULL,NULL,"-"
3459,"INGLES I","IINGI",4,"A",23,7,3,"-"
3462,"INGLES II","IINII",4,"A",23,8,3,"-"
3466,"INGLES VIII","INIII",4,"A",23,9,3,"-"
3471,"INGLES IV","INIV",NULL,"A",23,NULL,NULL,"-"
3476,"OPTATIVA II","OPTII",NULL,"A",23,NULL,NULL,"-"
3489,"INGLES I","IINGI",NULL,"A",20,NULL,NULL,"-"
3495,"INGLES II","IINII",4,"A",20,8,3,"-"
3500,"OPTATIVA I","IOPTA",NULL,"A",20,NULL,NULL,"-"
3501,"INGLES III","INIII",4,"A",20,9,3,"-"
3504,"OPTATIVA II","OPTII",NULL,"A",20,NULL,NULL,"-"
3506,"INGLES IV","INIV",NULL,"A",20,NULL,NULL,"-"
3522,"OPTATIVA I","IOPTA",4,"A",22,8,3,"-"
3539,"INGLES IX","INIV",4,"A",22,10,3,"-"
3547,"INGLES II","IINII",4,"A",22,8,3,"-"
3571,"DISENO GRAFICO","DGRAF",6,"A",38,3,5,"-"
3572,"MERCADOTECNIA","MERCD",4,"A",38,3,3,"-"
3573,"FORMACION SOCIOCULTURAL III","FOSO3",2,"A",38,3,2,"-"
3574,"SISTEMAS OPERATIVOS","SOP",5,"A",38,3,4,"-"
3575,"MODELADO DE PROCESOS","MPRO",3,"A",38,3,3,"-"
3576,"DESARROLLO DE APLICACIONES WEB","DAPL",6,"A",38,3,2,"-"
3577,"ADMINISTRACION DE LA FUNCION INFORMATICA","AFINF",3,"A",38,3,3,"-"
3578,"IDIOMA EXTRANJERO III","IDEX3",NULL,"A",38,NULL,NULL,"-"
3579,"INTEGRADORA I","IIN I",2,"A",38,3,2,"A"
3580,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",38,4,3,"-"
3581,"MULTIMEDIA I","MULTI",6,"A",38,4,4,"-"
3582,"ADMINISTRACION","ADMON",4,"A",38,4,3,"-"
3583,"TOPICOS MATEMATICOS","TMA",6,"A",38,4,3,"-"
3584,"COMERCIO ELECTRONICO","CELE",6,"A",38,4,3,"-"
3585,"INGLES IV","INIV",4,"A",38,4,3,"-"
3586,"ANIMACION EN 3D","A3D",6,"A",38,4,4,"-"
3587,"INGLES III","INIII",4,"A",38,3,2,"-"
3588,"INTEGRADORA II","INTG",2,"A",38,5,2,"A"
3589,"MULTIMEDIA II","MUL",7,"A",38,5,2,"-"
3590,"DESARROLLO DE SITIOS WEB PARA COMERCIO ELECTRONICO","DSWE",7,"A",38,5,3,"-"
3591,"ADMINISTRACION DE PROYECTOS","APROY",5,"A",38,5,2,"-"
3592,"INGLES V","INGV",4,"A",38,5,2,"-"
3593,"EXPRESION ORAL Y ESCRITA II","EXOE2",5,"A",38,5,3,"-"
3594,"CONTABILIDAD","CONTA",5,"A",38,5,6,"-"
3638,"INGLES I","IINGI",NULL,"A",31,NULL,NULL,"-"
3640,"INGLES II","IINII",4,"A",31,8,2,"-"
3644,"OPTATIVA I","IOPTA",3,"A",31,8,2,"-"
3646,"OPTATIVA II","OPTII",2,"A",31,8,2,"-"
3664,"ADMINISTRACION DE USUARIOS","AUS",NULL,"A",13,NULL,NULL,"-"
3665,"INGLES II","IINII",NULL,"A",13,NULL,NULL,"-"
3666,"FRAMEWORKS PARA LA PERSISTENCIA DE DATOS","FPD",NULL,"A",13,NULL,NULL,"-"
3667,"PROYECTO TUTORADO II","PTII",NULL,"A",13,NULL,NULL,"-"
3668,"WEB SERVICES","WS",NULL,"A",13,NULL,NULL,"-"
3669,"DESARROLLO DE INTERFAZ WEB II","DIWII",NULL,"A",13,NULL,NULL,"-"
3670,"ESTIMACION DE PROYECTOS","EPRO",NULL,"A",13,NULL,NULL,"-"
3671,"FRAMEWORKS PARA LA CAPA DE NEGOCIO","FCN",NULL,"A",13,NULL,NULL,"-"
3672,"DESARROLLO DE INTERFAZ WEB I","DIW",NULL,"A",13,NULL,NULL,"-"
3673,"MATEMATICAS PARA LA INFORMATICA","MINF",NULL,"A",13,NULL,NULL,"-"
3674,"METODOLOGIAS AGILES","MAG",NULL,"A",13,NULL,NULL,"-"
3675,"INGLES I","IINGI",NULL,"A",13,NULL,NULL,"-"
3679,"METROLOGIA","METRO",5,"A",32,7,3,"-"
3680,"TOPICOS DE PLANEACION URBANA","TPU",4,"A",32,7,3,"-"
3681,"INGLES VI","ING",4,"A",32,7,3,"-"
3682,"ANATOMIA DEL DESASTRE","ADES",5,"A",32,7,3,"-"
3683,"ADMINISTRACION ESTRATEGICA","ATR",5,"A",32,7,5,"-"
3684,"ADMINISTRACION DEL TIEMPO","IATIE",3,"A",32,7,2,"-"
3685,"INGLES VII","IINII",4,"A",32,8,3,"-"
3686,"PROBABILIDAD Y ESTADISTICA","PEST",5,"A",32,8,3,"-"
3687,"FÍSICA Y PROPIEDADES DE LOS MATERIALES","FPM",4,"A",32,8,3,"-"
3688,"ANÁLISIS DE RIESGO I","ARI",6,"A",32,8,3,"-"
3689,"SANIDAD EN EMERGENCIAS","SEME",3,"A",32,8,3,"-"
3690,"PLANEACION Y ORGANIZACION DEL TRABAJO","IPOTR",3,"A",32,8,3,"-"
3709,"EXPLOTACIÓN DE MINAS SUPERFICIALES","EMS",6,"A",33,2,3,"-"
3725,"PROPIEDADES Y RESISTENCIA DE MATERIALES","PROP",5,"A",33,2,4,"-"
3726,"INGLES VIII","INIII",4,"A",31,9,3,"-"
3727,"MATEMÁTICAS I","MATE1",NULL,"A",5,NULL,NULL,"-"
3728,"INFORMATICA I","INFO1",NULL,"A",5,NULL,NULL,"-"
3729,"ADMINISTRACIÓN","ADMON",NULL,"A",5,NULL,NULL,"-"
3730,"MANTENIMIENTO PREVENTIVO","MANPR",NULL,"A",5,NULL,NULL,"-"
3731,"LÓGICA DE PROGRAMACIÓN","LOPRO",NULL,"A",5,NULL,NULL,"-"
3732,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",5,NULL,NULL,"-"
3733,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",5,1,3,"-"
3734,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",5,1,2,"-"
3735,"MATEMÁTICAS III","MATE3",NULL,"A",5,NULL,NULL,"-"
3736,"INFORMATICA III","INFO3",NULL,"A",5,NULL,NULL,"-"
3737,"REDES DE CÓMPUTO","RECOM",NULL,"A",5,NULL,NULL,"-"
3738,"CONTABILIDAD","CONTA",NULL,"A",5,NULL,NULL,"-"
3739,"BASE DE DATOS I","BDAT1",NULL,"A",5,2,NULL,"-"
3742,"IDIOMA EXTRANJERO P/SERVICIOS","IEXSE",NULL,"-",8,NULL,NULL,"-"
3743,"CUIDADO DE PACIENTES II","CPAC2",NULL,"-",8,NULL,NULL,"-"
3745,"SERVICIO DE ALIMENTOS Y BEBIDAS","SAB",6,"A",11,4,2,"-"
3746,"MERCADOTECNIA DE SERVICIOS GASTRONOMICOS","MSG",4,"A",11,4,3,"-"
3747,"ADMINISTRACIÓN DE ALIMENTOS Y BEBIDAS II","ABII",4,"A",11,4,2,"-"
3748,"REPOSTERÍA","REPS",6,"A",11,4,2,"-"
3749,"INGLES IV","INIV",4,"A",11,4,3,"-"
3750,"FRANCÉS I","FRANC",6,"A",11,4,3,"-"
3751,"FORMACION SOCIOCULTURAL IV","FOSO4",3,"A",11,4,3,"-"
3995,"ANÁLISIS DE CIRCUITOS ELÉCTRICOS","ACE",5,"A",18,4,2,"-"
4043,"INGLES VI","INNG",4,"A",19,7,3,"-"
4044,"INGLES VIII","INGS",4,"A",19,9,3,"-"
4045,"AUDITORÍA ADMINISTRATIVA","ADMS",5,"A",19,10,3,"-"
4046,"INGLES IX","INGG",4,"A",19,10,3,"-"
4050,"INFORMÁTICA GERENCIAL","INGE",3,"A",19,7,4,"-"
4080,"INGLES VI","INNG",4,"A",20,7,3,"-"
4082,"INGLES IX","INGG",4,"A",20,10,3,"-"
4142,"FUNDAMENTOS DE ROBÓTICA INDUSTRIAL","FROB",4,"A",22,9,5,"-"
4143,"INGLES VIII","INGS",4,"A",22,9,3,"-"
4169,"PROYECTOS TECNOLÓGICOS Y DE SERVICIOS","PTS",5,"A",23,10,4,"-"
4170,"INGLES IX","INGG",4,"A",23,10,3,"-"
4171,"GESTIÓN AMBIENTAL","GAM",5,"A",23,7,3,"-"
4172,"INGLES VI","INNG",4,"A",23,7,3,"-"
4205,"INGLES IX","INGG",4,"A",24,10,3,"-"
4206,"INGLES VI","INNG",4,"A",24,7,3,"-"
4235,"OPTIMIZACIÓN DE SISTEMAS DE INFORMACIÓN","OSI",3,"A",25,7,3,"-"
4237,"INGLES VI","INNG",4,"A",25,7,3,"-"
4239,"INGLES IX","INGG",4,"A",25,10,3,"-"
4240,"MATEMATICAS","MAT",4,"A",29,1,3,"-"
4241,"QUIMICA","QUIMI",5,"A",29,1,3,"-"
4242,"BIOLOGIA","BIOLO",4,"A",29,1,3,"-"
4243,"INFORMATICA","INFOR",4,"A",29,1,4,"-"
4244,"INGLES I","IINGI",4,"A",29,1,3,"-"
4245,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",29,1,3,"-"
4246,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",29,1,2,"-"
4247,"ADMINISTRACIÓN DE LABORATORIOS","ADLAB",2,"A",29,1,2,"-"
4248,"FISICA CLASICA","FCLA",5,"A",29,1,5,"-"
4338,"PASTELERÍA Y REPOSTERÍA DE ESPECIALIDAD","PRES",8,"A",31,10,2,"-"
4339,"PROYECTO Y DESARROLLO DE CONCEPTOS GASTRONOMICOS","PDCG",6,"A",31,10,2,"-"
4342,"INGLES IX","INGG",4,"A",31,10,3,"-"
4344,"INGLES VI","INNG",4,"A",31,7,3,"-"
4349,"ETIQUETA Y PROTOCOLO GASTRONÓMICO","EPGAS",3,"A",31,10,2,"-"
4362,"FISICOQUIMICA","FQUI",4,"A",32,8,3,"-"
4363,"BUSQUEDA Y RESCATE I","BRES",4,"A",32,9,2,"-"
4364,"ADMINISTRACIÓN DE LA PROTECCIÓN CIVIL","APC",5,"A",32,7,5,"-"
4366,"BUSQUEDA Y RESCATE II","BRESS",4,"A",32,10,2,"-"
4367,"LOGÍSTICA EN PROTECCIÓN CIVIL","LPC",4,"A",32,9,2,"-"
4368,"PLANEACION Y GESTION DEL RIESGO I","PGR",3,"A",32,9,2,"-"
4369,"FISICOQUIMICA Y MATERIALES PELIGROSOS","FQQP",4,"A",32,9,3,"-"
4370,"INGLES VIII","INIII",4,"A",32,9,3,"-"
4371,"DIRECCION DE EQUIPOS DE ALTO RENDIMIENTO","IDEAR",2,"A",32,9,2,"-"
4381,"ANÁLISIS DE RIESGO II","ARII",4,"A",32,9,3,"-"
4399,"IDIOMA EXTRANJERO III","IDEX3",4,"A",33,3,2,"-"
4401,"PRINCIPIOS DE ADMINISTRACIÓN DEL MANTENIMIENTO","PAMTO",4,"A",33,3,2,"-"
4402,"INSTALACIONES MINERAS","IMIN",6,"A",33,3,3,"-"
4403,"BARRENACIÓN Y EXPLOSIVOS","BEXP",4,"A",33,3,2,"-"
4413,"SEGURIDAD E HIGIENE EN LA INDUSTRIA MINERA","SHIM",4,"A",33,3,2,"-"
4445,"FÍSICA","FISIC",5,"A",36,1,4,"-"
4446,"DESARROLLO SUSTENTABLE","DSUS",5,"A",36,1,4,"-"
4447,"INFORMATICA","INFOR",4,"A",36,1,5,"-"
4448,"ELECTRICIDAD Y MAGNETISMO","ELEMA",4,"A",36,1,3,"-"
4449,"IDIOMA EXTRANJERO I","IDEX1",4,"A",36,1,3,"-"
4450,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",36,1,3,"-"
4451,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",36,1,2,"-"
4452,"RAZONAMIENTO MATEMÁTICO","RMAT",6,"A",36,1,4,"-"
4493,"MANTENIMIENTO PREVENTIVO","MANPR",NULL,"A",39,NULL,NULL,"-"
4494,"MATEMÁTICAS I","MATE1",NULL,"A",39,NULL,NULL,"-"
4496,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",39,NULL,NULL,"-"
4497,"ADMINISTRACIÓN","ADMON",NULL,"A",39,NULL,NULL,"-"
4498,"LÓGICA DE PROGRAMACIÓN","LOPRO",NULL,"A",39,NULL,NULL,"-"
4521,"MATEMÁTICAS III","MATE3",NULL,"A",39,NULL,NULL,"-"
4522,"INFORMATICA III","INFO3",NULL,"A",39,NULL,NULL,"-"
4523,"CONTABILIDAD","CONTA",NULL,"A",39,NULL,NULL,"-"
4524,"REDES DE CÓMPUTO","RECOM",NULL,"A",39,NULL,NULL,"-"
4525,"BASE DE DATOS I","BDAT1",NULL,"A",39,NULL,NULL,"-"
4554,"FORMACION SOCIOCULTURAL I","FOSO1",2,"A",39,1,2,"-"
4555,"INFORMATICA I","INFO1",NULL,"A",39,NULL,NULL,"-"
4556,"EXPRESION ORAL Y ESCRITA I","EXOE1",5,"A",39,1,3,"-"
4746,"TALLER DE CNC I","TCNC1",NULL,"-",42,NULL,NULL,"-"
4747,"TALLER DE CNC IV","TCNC4",NULL,"-",42,NULL,NULL,"-"
4780,"ADMINISTRACIÓN","ADMON",NULL,"-",46,NULL,NULL,"-"
4781,"EXPRESIÓN ORAL Y ESCRITA I","EXOE1",NULL,"-",46,NULL,NULL,"-"
4782,"FORMACIÓN SOCIOCULTURAL I","FOSO1",NULL,"-",46,NULL,NULL,"-"
4783,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",46,NULL,NULL,"-"
4784,"INFORMÁTICA I","INFO1",NULL,"-",46,NULL,NULL,"-"
4785,"LÓGICA DE PROGRAMACIÓN","LOPRO",NULL,"-",46,NULL,NULL,"-"
4786,"MANTENIMIENTO PREVENTIVO","MANPR",NULL,"-",46,NULL,NULL,"-"
4787,"MATEMÁTICAS I","MATE1",NULL,"-",46,NULL,NULL,"-"
4858,"MATEMÁTICAS III","MATE3",NULL,"A",47,NULL,NULL,"-"
4859,"INFORMATICA III","INFO3",NULL,"A",47,NULL,NULL,"-"
4860,"COMUNICACIÓN DE DATOS","CODAT",NULL,"A",47,NULL,NULL,"-"
4861,"LÓGICA DE PROGRAMACIÓN","LOPRO",NULL,"A",47,NULL,NULL,"-"
4862,"FORMACION SOCIOCULTURAL II","FOSO2",NULL,"A",47,NULL,NULL,"-"
4863,"BASE DE DATOS I","BDAT1",NULL,"A",47,NULL,NULL,"-"
4864,"EXPRESION ORAL Y ESCRITA II","EXOE2",NULL,"A",47,NULL,NULL,"-"
4865,"IDIOMA EXTRANJERO I","IDEX1",NULL,"A",47,NULL,NULL,"-"
4866,"FORMACION SOCIOCULTURAL IV","FOSO4",NULL,"A",47,NULL,NULL,"-"
5062,"MATEMÁTICAS I","MATE1",NULL,"-",50,NULL,NULL,"-"
5063,"INFORMATICA I","INFO1",NULL,"-",50,NULL,NULL,"-"
5064,"FÍSICA","FISIC",NULL,"-",50,NULL,NULL,"-"
5065,"IDIOMA EXTRANJERO I","IDEX1",NULL,"-",50,NULL,NULL,"-"
5289,"SISTEMAS DE PRODUCCION","SISP",NULL,"A",54,NULL,NULL,"-"
5510,"MATEMÁTICAS I","MATE1",NULL,"A",58,NULL,NULL,"-"
5511,"INFORMÁTICA I","INFO1",NULL,"A",58,NULL,NULL,"-"
5512,"ADMINISTRACIÓN","ADMON",NULL,"A",58,NULL,NULL,"-"
5513,"EXPRESIÓN ORAL Y ESCRITA I","EXOE1",NULL,"A",58,NULL,NULL,"-"
5515,"CALCULO DIFERENCIAL","CALCD",4,"A",29,2,4,"-"
5516,"QUIMICA ORGANICA","ORGAN",5,"A",29,2,5,"-"
5517,"INGLES II","INGLE",4,"A",29,2,2,"-"
5518,"FORMACION SOCIOCULTURAL II","FOSCU",3,"A",29,2,2,"-"
5519,"QUIMICA INORGANICA","PREST",5,"A",29,2,3,"-"
5520,"INGLES VII","INGES",4,"A",25,8,3,"-"
5521,"CONFORMACIÓN DE MENÚS","CONME",8,"A",11,5,2,"-"
5522,"LOGÍSTICA DE EVENTOS","LOEVT",7,"A",11,5,2,"-"
5523,"EVALUACIÓN DE SERVICIOS GASTRONÓMICOS","ESGAS",5,"A",11,5,2,"-"
5524,"FRANCÉS II","FRACC",4,"A",11,5,4,"-"
5525,"TERMICA","TERMI",6,"A",36,2,4,"-"
5526,"INGLES II","IDIEX",4,"A",36,2,2,"-"
5527,"FORMACION SOCIOCULTURAL II","FORSO",3,"A",36,2,2,"-"
5528,"MECANICA INDUSTRIAL","MECIN",5,"A",36,2,4,"-"
5534,"INGLES VII","INGES",4,"A",19,8,3,"-"
5535,"INGLES VII","IGGGG",4,"A",20,8,3,"-"
5536,"CAPACITACION EN PROTECCION CIVIL","CCPCC",3,"A",32,10,2,"-"
5537,"INGLES IX","INNGG",4,"A",32,10,3,"-"
5538,"INTEGRADORA","INTEG",2,"A",32,10,3,"A"
5539,"INTERVENCION COMUNITARIA EN SITUACIONES DE DESASTRE","ICCES",4,"A",32,9,2,"-"
5540,"NEGOCIACION EMPRESARIAL","NEGEM",2,"A",32,10,2,"-"
5541,"PLANEACION Y GESTION DEL RIESGO II","PGRRR",7,"A",32,10,3,"-"
5542,"TOPICOS DE PLANEACION AMBIENTAL","TTPAM",3,"A",32,10,3,"-"
5543,"ELECTRONICA INDUSTRIAL","EESID",6,"A",36,2,5,"-"
5544,"INSTALACIONES ELECTRICAS","IEELT",7,"A",36,2,5,"-"
5545,"QUIMICA","QUIMI",4,"A",36,2,2,"-"
5546,"INGLES VII","GLEEE",4,"A",23,8,3,"-"
5547,"INGLES VII","INGGG",4,"A",21,8,3,"-"
5548,"ESTADISTICA","ESTAD",4,"A",11,2,2,"-"
5549,"INTEGRADORA II","INTEE",2,"A",11,5,2,"-"
5551,"INGLES VII","INGGE",4,"A",31,8,2,"-"
5552,"PROBABILIDAD Y ESTADISTICA","PROBB",4,"A",29,2,3,"-"
5553,"ELECTRICIDAD Y MAGNETISMO","ELECT",6,"A",29,2,3,"-"
5554,"METROLOGIA","METRO",4,"A",29,2,3,"-"
5555,"OPTATIVA I","OPTI",4,"A",32,9,2,"-"
5556,"INSTRUMENTACIÓN INDUSTRIAL","ININD",7,"A",36,3,4,"-"
5557,"MANTENIMIENTO ELECTROMECANICO","MAEL",4,"A",36,NULL,3,"-"
5558,"ENERGÍAS RENOVABLES","ENREN",7,"A",36,3,4,"-"
5559,"CALIDAD Y ESTADISTICA","CAYES",5,"A",36,3,5,"-"
5560,"INTEGRADORA I","INTEG",2,"A",36,3,2,"A"
5561,"FORMULACIÓN DE PROYECTOS","FOPRO",4,"A",36,3,4,"-"
5562,"INGLES III","INGS",4,"A",36,3,3,"-"
5563,"FORMACIÓN SOCIOCULTURAL III","FOSOC",2,"A",36,3,2,"-"
5564,"CALCULO INTEGRAL","CALIN",4,"A",29,3,2,"-"
5565,"QUÍMICA ANALITICA","QUANA",6,"A",29,3,4,"-"
5566,"OPTICA","OP",4,"A",29,3,3,"-"
5567,"INSTRUMENTACION","INST",3,"A",29,3,3,"-"
5568,"CIENCIA DE LOS MATERIALES","CIMAT",6,"A",29,3,3,"-"
5569,"SÍNTESIS DE MATERIALES I","SIMAT",5,"A",29,3,3,"-"
5570,"INGLES III","ING",4,"A",29,3,2,"-"
5571,"FORMACIÓN SOCIOCULTURAL III","FORSO",2,"A",29,3,2,"-"
5572,"PROPIEDADES DE LA MATERIA","PRMAT",5,"A",36,4,3,"-"
5573,"DIBUJO INDUSTRIAL","DIIND",5,"A",36,4,3,"-"
5574,"FISICOQUIMICA","FISQU",4,"A",36,4,3,"-"
5575,"ELECTRONICA DE POTENCIA","ELPOT",5,"A",36,4,3,"-"
5576,"ESTACIONES METEOROLOGICAS","ESMET",5,"A",36,4,2,"-"
5577,"PROCESOS INDUSTRIALES","PRIND",4,"A",36,4,3,"-"
5578,"INGLES IV","INGIV",4,"A",36,4,2,"-"
5579,"FORMACION SOCIOCULTURAL IV","FORIV",3,"A",36,4,2,"-"
5580,"INGLES I","INGI",4,"A",36,1,3,"-"
5581,"COSTOS","COST",3,"A",29,4,2,"-"
5582,"ELECTROQUIMICA","ELQUI",4,"A",29,4,3,"-"
5583,"MECANICA CUANTICA","MECUA",4,"A",29,4,4,"-"
5584,"TERMODINAMICA","TERM",6,"A",29,4,2,"-"
5585,"MECANICA DE MATERIALES","MEMAT",6,"A",29,4,4,"-"
5586,"INTEGRADORA I","INTI",2,"A",29,4,4,"A"
5587,"INGLES IV","INGIV",4,"A",29,4,3,"-"
5588,"FORMACION SOCIOCULTURAL IV","FORIV",3,"A",29,4,3,"-"
5589,"SINTESIS DE MATERIALES II","SIMII",4,"A",29,4,2,"-"
5590,"PATRIMONIO CULINARIO DE MEXICO","PCMEX",5,"A",31,7,2,"-"
5591,"COCINA ORIENTAL","COORI",7,"A",31,7,3,"-"
5592,"OPTATIVA II","OPTII",3,"A",32,10,2,"-"
5593,"TOPICOS DE PLANEACION URBANA Y AMBIENTAL","TOPUA",4,"A",32,10,3,"-"
5594,"MIXOLOGÍA","MIXIO",3,"A",31,8,2,"-"
5595,"COCINA EUROPEA","COEUR",8,"A",31,8,3,"-"
5596,"CONTABILIDAD ADMINISTRATIVA","CONAD",5,"A",31,8,3,"-"
5597,"SEGURIDAD INDUSTRIAL","SEGIN",4,"A",36,5,3,"-"
5598,"CELDAS FOTOVOLTAICAS","CELFO",5,"A",36,5,4,"-"
5599,"COLECTORES SOLARES","COLSO",5,"A",36,5,4,"-"
5600,"ADMINISTRACION DE PROYECTOS","ADMPR",5,"A",36,5,4,"-"
5601,"ADQUISICION DE DATOS","ADQDA",5,"A",36,5,3,"-"
5602,"INGLES V","INGLE",4,"A",36,5,2,"-"
5603,"EXPRESION ORAL Y ESCRITA II","EXPOE",5,"A",36,5,3,"-"
5604,"INTEGRADORA II","INTII",2,"A",36,5,2,"A"
5605,"FUNDAMENTOS DE CALIDAD","FC",3,"A",29,5,3,"-"
5606,"INCORPORACIÓN DE MATERIAS","IM",7,"A",29,5,2,"-"
5607,"NANOMATERIALES","NANOM",7,"A",29,5,4,"-"
5608,"CARACTERIZACIÓN DE MATERIALES","CARMA",7,"A",29,5,6,"-"
5609,"INTEGRADORA II","INTEG",2,"A",29,5,2,"A"
5610,"EXPRESIÓN ORAL Y ESCRITA","EOE",5,"A",29,5,1,"-"
5611,"EXPRESION ORAL Y ESCRITA II","EXP",5,"A",29,5,3,"-"
5612,"INGLES V","IGLES",5,"A",29,5,2,"-"
5613,"ANALISIS E INTERPRETACION FINANCIERA","AIF",5,"A",11,3,3,"-"
5614,"COCINA MEXICANA","COMEX",8,"A",11,3,8,"-"
5615,"GESTION DE LA CALIDAD EN ESTABLECIMIENTOS DE ALIMENTOS Y BEBIDAS","GCEAB",3,"A",11,3,3,"-"
5616,"COCINA MEXICANA","COMEX",8,"A",31,9,8,"-"
5617,"GESTION DE LA CALIDAD EN ESTABLECIMIENTOS DE ALIMENTOS Y BEBIDAS","GCEAB",3,"A",31,9,3,"-"
5618,"ANALISIS E INTERPRETACION FINANCIERA","AIF",5,"A",31,9,3,"-"
